HighBP,0.3760098949898172
HighChol,0.23360684705362567
CholCheck,0.164405174981042
BMI,0.42047904800384583
Smoker,0.006935928570898753
Stroke,0.022253153079443422
HeartDiseaseorAttack,0.07594148313321103
PhysActivity,-0.011132051262489062
Fruits,-0.0006653001656367064
Veggies,-0.0243544491467651
HvyAlcoholConsump,-0.1453852993067719
AnyHealthcare,0.010207797403525898
NoDocbcCost,0.012609520111009132
GenHlth,0.5245358123204573
MentHlth,-0.03865734994473735
PhysHlth,-0.07761941350020574
DiffWalk,0.03586539261396604
Sex,0.08747956563723547
Age,0.3305213699717854
Education,-0.02912477903049604
Income,-0.10850281664277617
